region,variable,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
World,"GDP, PPP (constant 2021 international $)",$,59450691733615.8,59956728777197.2,60735016156341.5,61659696904337.1,63301789215846.5,65257401799148.3,67671340755733.8,70345422856259.9,72111307656055.2,74721370757909.8,78305271853592.6,80197467787769.6,82411804406798.7,85400000000000.0,89851986544680.7,93977646358718.7,98867655498108.5,104000000000000.0,107000000000000.0,106000000000000.0,112000000000000.0,116000000000000.0,120000000000000.0,124000000000000.0,128000000000000.0,132000000000000.0,136000000000000.0,142000000000000.0,147000000000000.0,151000000000000.0,147000000000000.0,156000000000000.0,162000000000000.0,168000000000000.0,173000000000000.0
