region,region_name,variable,unit,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
DEU,Germany,Carbon Intensity,kg CO2 / $,0.8871473353571212,0.87241506283285,0.8821340775213928,0.9192463363074563,0.8833648528939216,0.8317116433430863,0.8016483668168047,0.7914612716667715,0.7878521220503845,0.7835005871731242,0.7270500950833472,0.7126709485036404,0.686083153107351,0.6826256915000665,0.6622633263821702,0.630160305659475,0.653388520098418,0.6100681727252696,0.6071741093205376,0.6039153583483625,0.5860310338275557,0.5556324261194557,0.5403903486166358,0.5298620409291769,0.5263382917309418,0.5197771507446077,0.5097862543286422,0.4955238769541103,0.4762281560926764,0.4493555943357656,0.4463895612954293,0.40944880397334366,0.3826309158555497,0.3823747985309834,0.3664167369174714,0.3597218219273006,0.3635090442544239,0.34640907072374805,0.33637945359458743,0.3193573179995937,0.3116506463905439,0.31218509429509106,0.30728578043452115,0.3074335605674711,0.2978091071858343,0.29226834895503806,0.28743384950136197,0.26665376267146373,0.26752453828881534,0.26119063106957136,0.26245156769965583,0.24616358791510468,0.24791791871785718,0.25231921106186217,0.23533277162712066,0.2339209818826614,0.22786524450806322,0.21810947448095852,0.20895264822395143,0.193237241360209,0.18403989814236035,0.18585406798427276,0.18136943057059923,0.161455078441912
DJI,Djibouti,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26412729146336783,0.1718728113000349,0.17804095327568953,0.14636914636595943,0.14303807749785477,0.15154644551300797,0.14812073487934813,0.12477565878662418,0.14194284756679246,0.12553157602000778,0.11620734648114107
DMA,Dominica,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,0.10993823710925194,0.09945944308137405,0.15663315473810616,0.15349440305212494,0.13849619186017562,0.1463067321623292,0.14265989180972724,0.14936082643700857,0.15954059672723,0.1490012098176942,0.14016050070606062,0.1499988129243244,0.16030513525538773,0.15206621291323374,0.15004397276409967,0.14705951631395203,0.1529449621024199,0.1708795652445443,0.19204007831652323,0.16932567785479388,0.18227440573556414,0.1676612881389692,0.17502543068687218,0.21766578236262943,0.23336232779288385,0.22474361992024078,0.24275786715183664,0.2842145045372378,0.29607963052714964,0.2697649727844905,0.3085684714362731,0.2819263306905777,0.3161613036813863,0.29167237638512744,0.2605320516724639,0.2795815223060345,0.2671436447276714,0.2731893648886426,0.3015752772167815,0.29107981916822245,0.28133912817255563,0.2862516987893504,0.29415532096384983,0.3192660337194411,0.3087328942885841,0.27774473470032074,0.2809980380948173
DNK,Denmark,Carbon Intensity,kg CO2 / $,0.370765684497375,0.37140623010043333,0.4090091120260272,0.4480431142975781,0.43502787452522296,0.42713001916521565,0.470033154464756,0.43457896846554295,0.446107798237169,0.4653011217721153,0.47758208777045547,0.4252797053693836,0.4282273296034467,0.4063095217950399,0.3812634929169213,0.3916311698081725,0.3983263639486275,0.40168247229975507,0.38752251970366475,0.3838967767978084,0.37068365869391007,0.3203608110062717,0.31968549910599614,0.2909882446213014,0.282685963218403,0.320585497504461,0.3000814401154901,0.29585625356015566,0.2786965066014057,0.24492750546938447,0.26457689998538403,0.31261525744686514,0.278793347925574,0.2897655214779675,0.29382114520638014,0.27183984957935475,0.32095978367195466,0.2717958418493546,0.24857150436530803,0.23121639268238356,0.20639619064876014,0.21044160968699038,0.20820435676048663,0.22629777910274776,0.2000507529050796,0.18278970478278353,0.2032871077462183,0.18507898844488502,0.17412327278463766,0.17463548902369802,0.17310997964584876,0.15366231853621623,0.13847469757873196,0.143090746536031,0.1271059351822151,0.11632596506357913,0.11865521085257663,0.10810700008863453,0.105977404072278,0.09317339789539614,0.08674444430710507,0.08447402781583734,0.07994242331107562,0.07477999269504262
DOM,Dominican Republic,Carbon Intensity,kg CO2 / $,0.2312787570479852,0.23419279670860543,0.24141407825308003,0.22802292683365866,0.2987663119657219,0.3020569274802014,0.28762957230095887,0.26124272408774935,0.39041480421434355,0.3976427306423943,0.3939254264268233,0.40262724285545975,0.4839345084130565,0.5471034884234026,0.555152503725755,0.5214150053966302,0.48774836259883897,0.4114408291691895,0.3906880483581661,0.46703019700289683,0.4097023908129844,0.3750513160512412,0.3788998753128546,0.45188462347260183,0.4193341925483427,0.4197947085121244,0.4547637506168195,0.49262864636746373,0.4848436191361249,0.4891133482996087,0.4506643237068413,0.4765389812404992,0.4679173993225951,0.4688832155797369,0.4809916573086722,0.5827589533847997,0.6001177657019542,0.5771948256582725,0.5572907843098824,0.5269395904768094,0.5365848076979701,0.5278716555441796,0.5528252936774574,0.570976679252814,0.4519748947858567,0.42749133713403903,0.4171466392619649,0.4062392692101907,0.40005150451584737,0.3853399145610749,0.369363530074713,0.3712513597766202,0.3601547189391689,0.3434149483072961,0.3286604534584025,0.3310645976750869,0.3254028179046124,0.3051127824176264,0.3055245645316806,0.3208810406875913,0.28865759989860534,0.27086206349767317,0.25119701733866695,0.2595814304262821
DZA,Algeria,Carbon Intensity,kg CO2 / $,0.22542328744348922,0.25687970202782107,0.29898344654498477,0.21309060816163808,0.2096519244941855,0.23047370737529588,0.30943890671591084,0.28307415214446036,0.2742368181916437,0.3147430160684344,0.3865621245890746,0.53991321474064,0.6434853096497475,0.8377122564541618,0.648988964728338,0.6202318432072191,0.6997343722366949,0.7108805279545057,0.9714968049592251,0.6591729860120489,0.953694213409953,0.6460569036558572,0.5132650333431847,0.6526878651070631,0.8351820561180029,0.8242559950852851,0.8602214201221312,0.9551351494316591,0.9627649732071674,0.8792258943272222,0.8386880080761137,0.8717641364628105,0.8680472329837841,0.9095396641523358,0.9924435563162339,1.0442522764247908,1.0369412029426428,0.9060115526283102,1.0392683385266503,0.8644279113541293,0.7776831882939229,0.7677694476170798,0.7607552445022475,0.74494916825926,0.6912656229377637,0.7937090391273285,0.7359232808492338,0.7407123009451498,0.7305241196179428,0.7723453568294902,0.7338514482758921,0.7100990188020663,0.7136990903493577,0.718570382606563,0.742768849724481,0.762371792774652,0.7311106209606185,0.7513154981070831,0.7725885656830558,0.798911361972481,0.7929007342051924,0.8250267869081298,0.8231558056331347,0.7665667007688964
ECU,Ecuador,Carbon Intensity,kg CO2 / $,0.16043633101663646,0.14245009761591404,0.12911766271220262,0.14510709620045992,0.16129898733423573,0.16578951813693252,0.17679249746956233,0.1810207125450337,0.21356640819136724,0.23525695113960543,0.2624115691248954,0.24348516933621428,0.25215991464622906,0.2534448608951439,0.26378954086750656,0.2873843958074257,0.29472039096615404,0.2675637991180207,0.35251475520670345,0.39645119984074456,0.4221593265373746,0.4964891735070017,0.5699743412567052,0.5798539472634924,0.6138925359251796,0.5394495439526219,0.40934659705220267,0.40576906878764574,0.4379472970713977,0.5089742858773506,0.4008838222140194,0.3773665420301509,0.5022700280781457,0.5403006047719009,0.3077927956687344,0.49440130263482573,0.5232424171318801,0.3851515282813093,0.4432584286511946,0.4428576003640997,0.41716515655465,0.4477778334262268,0.4526206991321733,0.4797035481073415,0.4852914122695045,0.4813880665588829,0.44778804586384835,0.5073548225399898,0.42103333276846194,0.4616104800935496,0.47909743071373656,0.45668928619528065,0.41323342934163687,0.4096945184331333,0.4309854800446104,0.40417931834641296,0.3865819542436005,0.36330289531228466,0.3559879961191141,0.3702697067880873,0.3294954072933408,0.35085624460770476,0.35975848053378623,0.37408475691720855
EGY,Egypt,Carbon Intensity,kg CO2 / $,0.789873953289084,0.7995115780260259,0.837566627082004,0.878473724855406,0.932899414461159,0.9630924380794896,0.8810516555289967,0.647301005544042,0.7657669394424236,0.6253528771222713,0.6521045712613901,0.6659906575774646,0.7153990681459327,0.6446608595393838,0.6969583384888648,0.7616637825894989,0.7457717489349671,0.7509953523450321,0.7177760667490221,0.7500049899831833,0.7180980382540876,0.7537376052138463,0.7602781434457491,0.7304658891195018,0.7441404895298704,0.7045392909585634,0.7842155516100405,0.7575078513607929,0.7153533452486647,0.6597371945689714,0.6531216994055747,0.6636985775739705,0.657014245347881,0.7370392943762397,0.6788745857893934,0.7267321801367598,0.6849027006401508,0.7404092322394277,0.7849389335096456,0.7590515736360446,0.8004981287130087,0.6861947479022175,0.678042864314596,0.7626961997545841,0.7456954400604767,0.7869492196602561,0.7846060077479385,0.7719715359142836,0.7544624304112797,0.7526732408002059,0.7058769060078418,0.73044568202647,0.6955802446902017,0.6749322019892784,0.7024539658553811,0.6654369753891776,0.6812321783820433,0.7142071594898854,0.6354339319284403,0.6324871998355686,0.5414898046884177,0.607688771426944,0.6003554721971452,0.5754483619823868
ERI,Eritrea,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4682950023171026,0.503606447356674,0.5033330644328637,0.4197134074899331,0.2990084618684467,0.3139040695310517,0.3182838795563198,0.3032696883075772,0.2823310087642908,0.34307676000243165,0.36603668720282756,0.3568162908850374,0.2572198569718899,0.26025999976768954,0.2096213746985119,0.24515858228520865,0.23990580510431733,0.2564676313443026,,,,,,,,,,,,
ESP,Spain,Carbon Intensity,kg CO2 / $,0.2552991350995894,0.2504232632876236,0.25481320427342646,0.2277216104101481,0.23678659853706877,0.24605207916329275,0.2507374490829831,0.2674813412613738,0.2817823973361867,0.25798916432083735,0.29872543572101384,0.3140363894540784,0.32712126450655743,0.3249610405509457,0.342834123203213,0.3575500165358652,0.3780253449330764,0.3621688405121052,0.36552970238452215,0.37129802368577364,0.3832799867425463,0.36976590253504404,0.3696479199833469,0.3542278737469556,0.33814962431636014,0.3342632791217347,0.30621344381336774,0.290726691189289,0.28823882757789565,0.3131597851290501,0.3088457721063613,0.31404678016320753,0.3220487204105686,0.3141361214530833,0.3224819828896939,0.3309263930076002,0.3072975333641224,0.31109964606607277,0.3080963712508825,0.3203179186212928,0.31705804761915657,0.3068103030954917,0.31786987820778767,0.3128703084399932,0.3184668982543418,0.3208985871394705,0.3011555958428073,0.29714234194274913,0.2695884924605057,0.24729396023768016,0.23576002617379593,0.23800143709217136,0.24006643084342158,0.2206655932231789,0.2192927299178019,0.22446372691769606,0.20915120536963544,0.21419012407873902,0.20536411645951017,0.18792054704499994,0.17837376419904025,0.18079603089004315,0.17442772059341102,0.16050347956754604
EST,Estonia,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5185525448360115,2.5319380330848653,2.2969135888890464,1.939558417497052,2.0333847541547176,1.752565125475915,1.760567434760468,1.5278170991652926,1.3278181738427977,1.2544520518271143,1.1067016923300248,1.0721874172211514,0.9703287391671163,1.0129654986990038,0.9523894230144077,0.8579166872040547,0.7518100023512989,0.8473786342216778,0.798344226435348,0.7561669531373207,0.9717192882170721,0.9022307152758157,0.8157735229357201,0.886206298878522,0.8205797583905311,0.6768928572628166,0.7253774116425415,0.7332881942306784,0.6761558341410175,0.44999159843491243,0.3468433079277906,0.3656491558379779,0.4134838725793557,0.3633289553862164
ETH,Ethiopia,Carbon Intensity,kg CO2 / $,,0.06471818914650608,0.07203275478688223,0.07339293589313545,0.06805025843850482,0.10199542485613972,0.12158110309318265,0.15213861473074503,0.23486971737694223,0.22378407646475088,0.21434316536650572,0.22529932514504566,0.1643548780906991,0.19469241763023398,0.18694605163207098,0.1285224054337434,0.12474256990473159,0.10820713941100404,0.13769043708920278,0.18761098116947833,0.17373835516554492,0.17033982078863258,0.13375609606237024,0.1538337538661622,0.1424230062585091,0.17470217595609808,0.19443109724969826,0.19870074070230942,0.20433683561960606,0.21704351917627848,0.22583125650213187,0.24090593889178277,0.26184441297968053,0.23591107072500242,0.167796745670304,0.18032619181691675,0.17884392870751722,0.1849507831922806,0.2023281274508505,0.1891476030266536,0.19955854683864122,0.2269233663400653,0.23229634644724545,0.2609231489047415,0.24334198574058738,0.20908230518928259,0.20242381551402688,0.19942404545097783,0.19782098342733292,0.18283209480522045,0.15951008240753156,0.16759863961179353,0.16897511438321988,0.18431951225030754,0.2053800779295228,0.19657126077915915,0.20408096845202836,0.20119108138863107,0.19319413062104623,0.1860217437387201,0.18733343588187787,0.18917038456134158,0.16926713289000042,0.16042568321228648
FIN,Finland,Carbon Intensity,kg CO2 / $,0.30535929405526824,0.2806707924068053,0.30667322051665624,0.3419463061814927,0.3835895547954478,0.4037259612911412,0.4596610377105107,0.4361554639724703,0.4963344814788899,0.5156925964083486,0.51097172354148,0.5014537055097638,0.5064324568350103,0.52933351123071,0.4845464474506539,0.4700055519494653,0.521034752306536,0.509013195170335,0.5112245588973773,0.4994473426139968,0.5080051588616665,0.4434302559968134,0.3596355170290007,0.3365282396687846,0.3313856388634764,0.3762640596438408,0.393262633781199,0.4105607811704896,0.35302171151416467,0.3384584052770392,0.36480099680236344,0.37584092234704775,0.3822123918478622,0.39975283378103904,0.4215130181289162,0.38069220403915277,0.4046340440636499,0.3723635598336615,0.33426733776098466,0.3176013366065989,0.2908488928387062,0.3107214362906176,0.31792091187990335,0.348105992588111,0.31760061328125194,0.2557627100932614,0.294608031455356,0.2731625308565483,0.2379951932677016,0.24695835634042002,0.2743558113851691,0.2368252683315695,0.21717193326268774,0.22173878815933387,0.20515418696333718,0.18949385105731217,0.19753039144519963,0.18071656995103863,0.1828930670093962,0.16746778035344229,0.1525570321499627,0.14896673366545815,0.14224161719190978,0.12486493300172831
FJI,Fiji,Carbon Intensity,kg CO2 / $,0.22464637089902248,0.18835070501640616,0.24898009753843095,0.24524191836684986,0.41087135724483437,0.3421355184469276,0.32025608745934736,0.3114445327765216,0.3213200634199946,0.34220396914558593,0.36539767093717496,0.3610556140729073,0.3538208863277125,0.34511381397675783,0.3579041993385472,0.330728282226645,0.24974504131205416,0.3733271015760374,0.3398750830601451,0.3572528045712813,0.3439600288933224,0.43972630574326205,0.3625937815838676,0.3204931859979479,0.2407408090120596,0.25054043175842367,0.24270371449982533,0.20510373030714754,0.23663659251123476,0.25047522729698724,0.3033964039500931,0.25492261965767543,0.26787814503324764,0.261694340002588,0.24709186398428343,0.24560609814332585,0.25209206650598387,0.2486024463813163,0.23867390057892712,0.22325542438274215,0.24464527503145572,0.2955045548802616,0.23826967369471555,0.2793677797244029,0.3468637280410714,0.2732201599099989,0.2998661355297015,0.2860124536759368,0.20657826216829123,0.18523618444864207,0.26469925454364207,0.23388070108989828,0.2251993548869413,0.2443799828268428,0.2633035379656101,0.2652645666664934,0.24518339042570175,0.25882476011088834,0.25837140564842215,0.26058632487566913,0.23200543822766553,0.26711523515372876,0.23388208751919848,0.22340562436483383
FRA,France,Carbon Intensity,kg CO2 / $,0.5828325701387294,0.5929003346674522,0.5850531551260424,0.5593381094767753,0.5736203588013874,0.5394429740926402,0.536531309391543,0.5441741381570514,0.5384320673421957,0.5329112690417962,0.5210641036497892,0.5301753919356563,0.5282543161426353,0.5193477357727921,0.4796586373277034,0.44920185034178506,0.4669992594516206,0.4368461558077725,0.4384998451943739,0.4255431753536799,0.4020163564527627,0.35717392434345335,0.3343278264575186,0.3173684155513238,0.3040363747026523,0.2943732493463317,0.2769838942770172,0.26829793289258924,0.25443068433317245,0.2524107951019554,0.24141178575346103,0.25308468153470365,0.24301478561308776,0.23214445485856383,0.2227008357181644,0.2205515655550061,0.22672866797067953,0.21711999955573846,0.21966129920648547,0.21180359185625075,0.20047822140436106,0.198827261426368,0.19457041383764037,0.19556225884695141,0.19076220109517686,0.1883203873623531,0.17909432800946437,0.17031057533683785,0.16670225518068593,0.1635156668768511,0.1627214447557524,0.14953142933253136,0.15012647155073416,0.14990764347591615,0.13524297559847326,0.13571830894732928,0.1356607323949578,0.13404577137925022,0.125943985622498,0.12078641891945792,0.11619387007816219,0.11844686111627462,0.11088215652267495,0.10200369726355797
GAB,Gabon,Carbon Intensity,kg CO2 / $,0.07775385293262063,0.08468675574490904,0.04203499407707779,0.03301758663293592,0.08210623484850361,0.08599291867461542,0.14504222775200842,0.36970579950426896,0.6991008175150883,0.4727219349111509,0.6318737763367416,0.7829440500240703,0.6769400481942567,1.191751291279308,0.8767871656968719,0.7242425788206429,0.5678190154819522,0.7181822945863258,1.1327667364450744,1.0068245754271148,0.963991938986592,0.9088616963560705,0.9349964555291822,0.7453061005933612,0.7525094153832971,0.8115996532503015,0.6430989917289891,0.628609464894369,0.6002934675751221,0.7369348168375447,0.5456950425563069,0.5185010363515038,0.5818002879726736,0.5662862608991048,0.49849266788471047,0.5458329377653924,0.5938612371103074,0.5274037667535963,0.595069264856409,0.6089947627963239,0.6324648688494647,0.6547944209960708,0.6331597047321875,0.6683600292048837,0.6283871045241585,0.596363375855731,0.5464835946224027,0.4685503598360905,0.5174084563419997,0.5095836423817515,0.5235368353886671,0.3824563133724883,0.24715555764867508,0.2530655119806496,0.2594528278184626,0.24657915245063458,0.2529491656073748,0.207188884316829,0.19730459931252395,0.17392031827580548,0.20900501932985374,0.1966706249559474,0.20588826515761943,0.2007617379101585
GBR,United Kingdom,Carbon Intensity,kg CO2 / $,0.7363505602613555,0.7226234757490385,0.7200121990278934,0.6987508508283258,0.6666419362038578,0.6680336688758548,0.6534561240342011,0.6090436606423572,0.5915170698111342,0.6012125123215941,0.6078958667809666,0.5943418836172265,0.5590557768763409,0.534172120376389,0.5125732815684485,0.5084923004158289,0.4902453572315833,0.483150701522005,0.4639272166022836,0.47659306076476043,0.43705317055884646,0.42646328538565165,0.4089370069221388,0.3903997403256692,0.3702768948871515,0.376038714945656,0.37036904490691247,0.353342494069876,0.33338245914055387,0.33143483509764565,0.3405441655130543,0.34861452219757466,0.3383524908959,0.32222007404301656,0.3072908882999096,0.2956006360821505,0.29864609785138096,0.2729615609680965,0.2667168591356361,0.25566364717857204,0.24824694445166892,0.24582130009729566,0.2340908114560236,0.23153246574682665,0.2266940738361929,0.2194744607745787,0.213434018836137,0.20494265466720582,0.20008068378624191,0.1902082520510493,0.19275440194337684,0.17487681782504544,0.17879227819240412,0.17207665258997862,0.1532018054083862,0.14428743673232175,0.13384933837712085,0.126447926024916,0.12223719542014336,0.11553928313637864,0.11521026137516437,0.11204470673042548,0.09735702125107663,0.09428731865033511
GEO,Georgia,Carbon Intensity,kg CO2 / $,1.1202734850640075,1.1029753458137643,1.1028209021933153,1.1364774356748641,1.1476657878261851,1.1017288778289693,1.0823401703891826,1.06609933224992,1.0502686699796548,1.044605823818786,0.9800173603882938,1.016055895839828,1.0402516970007931,1.0189986222157834,0.9729840571531307,0.953074855444758,0.9327490133035551,0.9021905260795074,0.8687474218344763,0.8156868865231431,0.8103141915639562,0.7557087117961713,0.7548172201653112,0.7340687318537841,0.7025423187692984,0.7215910092037697,0.7759314143180703,0.7736441592203738,0.7604565046642755,0.8132346956131179,0.9397753777140836,1.1854015050258107,2.070674383185355,1.9009956080149701,1.298301604544378,0.4776370006323217,0.7602512080677747,0.7510809833791215,0.8129028220399739,0.6897365807141228,0.7070288830709949,0.5583674145764631,0.4758535404090432,0.4775202176671052,0.5167298897433531,0.55341478528915,0.6146176233127092,0.5700311191353323,0.4644420514848668,0.5571153928117574,0.5305505078230923,0.6179579445165808,0.6130428835098818,0.565975349225143,0.6065370311700424,0.6404694531028443,0.6389498820952059,0.6142204666341631,0.5728525729707951,0.5881203965900721,0.6093544864564188,0.5770964452141135,0.5449778334012007,0.5170482876830442
GHA,Ghana,Carbon Intensity,kg CO2 / $,0.19078730334873348,0.16966703961825447,0.17362779055636826,0.19990101040127906,0.1872574539963575,0.19088614003012497,0.16850500898255746,0.16971707981553213,0.18650003105140925,0.15877736475810053,0.23374349100585065,0.18761309591645922,0.2101111797108969,0.2079333698557894,0.23061183091544404,0.23737629479544894,0.21502444836596463,0.26907431136189475,0.2500780653701241,0.2378873108419506,0.22642643022672782,0.27708323392723805,0.30270064355358134,0.3846100139708132,0.24867917730579325,0.3016977192872743,0.2677348963529956,0.27398417883440185,0.2645188810876315,0.23993561141485586,0.2666891712547254,0.28128692505235214,0.2250334729371534,0.25269877340189395,0.29087500305147723,0.2845718336591262,0.28584735531237687,0.3113684590693884,0.3011443932515324,0.2899666790420728,0.2646540685749835,0.28588957372527196,0.29716545105372016,0.2912482988018321,0.2661508061693818,0.23817125154196248,0.31209761556931603,0.3151928423385226,0.2676303252420002,0.21060681145969623,0.25414414339492064,0.2567243458402147,0.28677565777909864,0.26444764534778975,0.26920152752421406,0.28972691164893327,0.27049881871723824,0.2140959474644813,0.25292401305704015,0.2585127652318914,0.2945375772285111,0.2954623382984393,0.28836760164666997,0.2709496965855489
GIN,Guinea,Carbon Intensity,kg CO2 / $,,,,,,,,,,,0.407510543255095,0.39750109371073483,0.3972566171527389,0.3773423471302613,0.37489003525109443,0.36599764800534157,0.3568209401533626,0.37530297790883516,0.3514195742276442,0.37306813604790334,0.3706559396753594,0.3782151883608602,0.36877561572740686,0.35317605784339196,0.35767713035676624,0.34574840880374175,0.3365441147243662,0.32459537144083045,0.3154747745797949,0.30874761596041106,0.28452787733821355,0.2833531971607335,0.28319772998807063,0.27706171989848455,0.27545457761316156,0.27275655491697065,0.27670780377862714,0.2747858611823003,0.2801882930974913,0.2836849054488187,0.2880826126636675,0.29088944304985076,0.28764211529177575,0.29756215548520654,0.3014108497386895,0.30298241525146424,0.3102429304191596,0.30226244156016346,0.2945899691746588,0.3148814544446171,0.35362067526745644,0.34964513217056903,0.30820312914836645,0.25837565665397055,0.2556538104802169,0.27873092654418763,0.281269405903258,0.3013111260425638,0.27656774482237173,0.3247081667610375,0.35586878803421473,0.3111110362761188,0.3115904996737027,0.28607342370205047
GMB,Gambia,Carbon Intensity,kg CO2 / $,,,,,,,0.13008041528977926,0.13008041528977926,0.13190261145025234,0.1673964168507639,0.15769227612137748,0.1820725703127883,0.21796026398786394,0.18842173002098458,0.17795983841155003,0.25147564104715386,0.2342550253444185,0.26001602461000906,0.29979305324130606,0.3198194227109813,0.32352086371854544,0.31311937011646335,0.32286982253683905,0.29118003600477815,0.3004128529583769,0.3028729831670334,0.2723967224797387,0.29608400913863864,0.2891804324862609,0.2676187657300787,0.2847914199637746,0.27620948298734843,0.2671822270305406,0.2737791777131426,0.27335726182357456,0.28047537751223556,0.2790249503564105,0.27042456492132644,0.2826961512414913,0.3019225839086176,0.2861825434023888,0.29573999376238785,0.3019466758910826,0.2825364245904456,0.2834797278209704,0.2936438235136396,0.3187728965030883,0.30935835003671847,0.30340333852984924,0.29306263199339044,0.31469375122174326,0.35730894122055695,0.34231901924017105,0.31639437867331927,0.38177321856039753,0.42271505424217204,0.4198725902160131,0.4030432837609642,0.4106518922765283,0.42372842652064946,0.41472289189415057,0.41070285846079313,0.4054067558659415,0.37485000688997067
GNB,Guinea-Bissau,Carbon Intensity,kg CO2 / $,,,,,,,,,,,0.22474469664614904,0.24620225496394252,0.20830300280157404,0.343360735290004,0.30649612257265707,0.3146489445886858,0.2514679110284185,0.2917287521462153,0.2578793913667641,0.2708972653476846,0.42975341903968994,0.3545894461139657,0.34029670500225406,0.3522677765696126,0.36424997002955717,0.37352241055443236,0.4005439753884047,0.4126108978430682,0.43912195561587397,0.44193490628026944,0.3107421958598256,0.30195407406062436,0.3048909832197511,0.30471424898784755,0.295265745088528,0.2828215948958403,0.28383529235742805,0.2617528685555526,0.2884170214941259,0.27841985747505915,0.20784136122046984,0.2033071716531471,0.20092423994752254,0.25427430436604165,0.260813114357147,0.2581079907964671,0.2557388397909748,0.26626124050167244,0.25069211832581284,0.25259554551598795,0.24292549483377465,0.22821179168163525,0.23570689786303473,0.22827412810343628,0.23959151243656426,0.24164164002194508,0.2503001073374065,0.2391470552905303,0.23603142250568215,0.23147844267339363,0.20862559241346557,0.20343800612669538,0.20063938765531997,0.18610939327512166
GNQ,Equatorial Guinea,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,0.4438318771906203,0.4983012591515671,0.5132280232737432,0.4154529457603655,0.5322617904439662,0.38571031357333246,0.4826726753096966,0.5672055883472826,0.5934628232015574,0.6630050416883977,0.35852634391620647,0.38353679103844357,0.28463830206177954,0.27059609719090394,3.841097346422155,3.4796412522336904,2.3075909108143047,1.3448308915557752,1.2667527235630516,1.0995442639358968,0.9997465820317984,0.7015550913529112,0.5240242913259107,0.5217946660630605,0.740605419804858,0.6416594864922338,0.5932255689553596,0.4764868807123955,0.41987791792640505,0.3417816311170073,0.49016793343077186,0.3932600191201665,0.37523531581821845,0.47941903302976435,0.44359123288579594,0.4510834038688868,0.556543881083358,0.6426137601323183,0.5068855662018685,0.4083256281453885,0.492459281159461,0.5519815622478859,0.5221276519182085,0.4999111334409416
GRC,Greece,Carbon Intensity,kg CO2 / $,0.22608411357964553,0.20857962030813326,0.21503383720003713,0.23186647742914512,0.2285839391580734,0.26572192447399395,0.2733200100336193,0.27092934402196195,0.2887724455292998,0.29540271760296327,0.2572374306517736,0.27435719903970157,0.2825101963304666,0.3083050063314156,0.32002953491670144,0.32263274892013766,0.3330659100306872,0.3539032791313857,0.33721024664281996,0.34800085546013193,0.3461363433476291,0.34632562885641455,0.3599605160394357,0.387061382414908,0.38978976735397397,0.4038045439986192,0.39166030761361237,0.43029300837067275,0.4421110263855085,0.46517553914523324,0.5300137884659093,0.5138892196617898,0.5199115358731375,0.5240707457698294,0.5268724397066753,0.5192190928556284,0.5248108942622749,0.5332003913085533,0.5419730041920211,0.5242588199440205,0.5293271818634563,0.5175384408847771,0.49269012249539595,0.48372897762682665,0.46080389560664053,0.47373158523158326,0.4393127296760678,0.4324556255654697,0.41913177825223435,0.41053375911650525,0.4062523671499046,0.4375831415944127,0.4616298164795577,0.4223348468040198,0.40323395062307726,0.38509365189664835,0.3668770161122374,0.37919359342615877,0.35631460337925985,0.31905674264866096,0.29696614926326803,0.28295940804356157,0.2701966975173794,0.24781403063646654
GRD,Grenada,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,0.16149960141062586,0.16510379021463623,0.1451776871074882,0.14595824844998032,0.1769265364115976,0.18053856238694374,0.17421024476758712,0.16820780746311087,0.1587169944260883,0.15677450138530544,0.15966819588757827,0.20158795982527358,0.20921217450406673,0.20832477320559023,0.21256322526235108,0.22868051833442088,0.24053848995292357,0.2795386176975914,0.2877464424400578,0.2822382522595216,0.29435473970569076,0.2748484509599828,0.2838944311455104,0.26555760387251226,0.27625561844424656,0.2821928477672363,0.2716056364816807,0.2594751530882231,0.24133545782810842,0.26842150394331077,0.26096288714361626,0.27442187747591307,0.2938553591314375,0.30392641405015974,0.29312337655834886,0.31803701375746407,0.348523072070869,0.2503590129984163,0.26092484174864045,0.25860406928580587,0.25778920696873237,0.27301742088908915,0.29055303981629743,0.29572241752538614,0.30437768556312467,0.2994083087974295,0.3040003314512088
