region,region_name,variable,unit,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
LBN,Lebanon,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5404916870253421,0.9871479376174485,0.7950461862024616,0.5486881851202645,0.5648172448875055,0.542842518053578,0.5387996367504617,0.558269714946601,0.5220408837430925,0.6116195518651406,0.6364062588199672,0.6453931034012305,0.5995037668305004,0.6124377390413406,0.5862887704114318,0.6478647563746975,0.5640165477960134,0.5314469129573786,0.46494410161450894,0.3952569582976074,0.4591887958799567,0.5012229161258216,0.4429172613496526,0.4449834950691207,0.4781299143586344,0.4570248278150687,0.48274119125287357,0.515419457768825,0.5214725643328949,0.5438278970958804,0.5211283020894176,0.5491658060308363,0.6067051087354512,0.5677836658973329,0.5728483461324599,0.5963146537465503
LBR,Liberia,Carbon Intensity,kg CO2 / $,0.05919542538172819,0.05650134685726041,0.08742881173194303,0.12017386290935946,0.15552307726457537,0.1708948461930436,0.1743313267693201,0.16331447393072948,0.22490062553385656,0.3018219578017819,0.3229213307992644,0.3233735731895736,0.3067836005078809,0.3085174144357776,0.34264434651082054,0.3058564527419265,0.28887362238852055,0.28354121585506153,0.27635731319481427,0.34573417768283643,0.3782680172474438,0.36706101085797327,0.1161549227316603,0.1400254671485887,0.14079543440425443,0.1462095551737455,0.15011665709531935,0.15909972714713883,0.1732774670762264,0.192610843834131,0.2720020184279819,0.2603930213345263,0.4194583434804698,0.6668021620933541,0.8481008591031804,0.8876292925384305,0.8133468890860605,0.4115653400558586,0.3351107200810752,0.21887298771837707,0.18041472357873073,0.18349338144498314,0.18302807054233822,0.2815986572174637,0.32295826548591783,0.36519370634322945,0.3495190527687861,0.2965089409857617,0.23497752968161964,0.19787928855719772,0.2999109603504739,0.31056002385234244,0.326431064069932,0.27276505360371184,0.25450594184262626,0.14478028010845062,0.15648015461347403,0.27370095013396606,0.1280967396437096,0.31749985889395954,0.24696106493089978,0.27066030555143633,0.2602252850278318,0.24093450261697452
LBY,Libya,Carbon Intensity,kg CO2 / $,0.1646064487842799,0.2583577722606414,0.171030406416499,0.17671803544689685,0.055259108268225596,0.06599184265954407,0.14403686120435177,0.9125030197992139,1.1100855851956752,1.157886318195656,1.0033477568446003,0.7091687923714954,0.4573144312904618,0.42961556366304426,0.22524528855840964,0.26825272745988743,0.3375546958770473,0.35015484311375117,0.35501464762857077,0.3993077647405686,0.4096561207300009,0.5426659185388049,0.5627854618501629,0.5691393948107814,0.5621825576857292,0.5690003342540287,0.7017716472005863,0.785174612216606,0.8158690825602722,0.7801902652727806,0.7409501966698501,0.7477891769460387,0.6677248058888218,0.7253914829193394,0.944213405117879,1.0264916931343284,0.9931928990027825,0.9059657336049353,0.9370416265884488,0.9049915805497416,0.9246066107531252,0.938989756376218,0.9375740998944881,0.8762226808191037,0.8595596477078731,0.8199538550250806,0.7074148869180601,0.6163642328376727,0.6401768138203172,0.6683318849257447,0.7279661775075311,1.206533103256487,0.5666135616256914,0.5587842499601797,1.1225669268882161,1.0190312054063175,0.9850299542244519,0.7249655642392606,0.6589446490968686,0.9992506449108475,0.9867158452850017,0.9290034003275283,1.0445021874164906,0.9733110953993059
LCA,Saint Lucia,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,0.14411112231652687,0.18564580424710822,0.27160532310493385,0.21002375895329475,0.16569329287909607,0.1935199004943981,0.16652363050791708,0.17187755752937148,0.17920335388965877,0.16111905268719362,0.17226206880195838,0.17014521455471746,0.15612373530634724,0.15470044172576358,0.16355744793499943,0.16898959158796925,0.18539007898397808,0.2024311353869427,0.21016160682575158,0.21780678572411252,0.2220708311211987,0.22957178832248923,0.23113739969757252,0.23855819514870724,0.25477448939477615,0.25371788003244305,0.2557556835689043,0.2546319899674176,0.246383568303245,0.24514259361333984,0.24967415191329853,0.2378997284569128,0.2448255987130437,0.27978188022425443,0.2681779727278504,0.27048852135996804,0.27344327099364935,0.2678302788080897,0.2655306384626576,0.2547704806823754,0.2540240026684916,0.2561092034722289,0.25420442951411,0.32381235594351815,0.3055376553554486,0.2520573631385408,0.25860833509501957
LIE,Liechtenstein,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02548829942314285,,,,,,,,
LKA,Sri Lanka,Carbon Intensity,kg CO2 / $,,0.3575549597329243,0.3779272140904823,0.364438046265011,0.3146944431321127,0.35888350045650524,0.342191607980261,0.35598143529256066,0.3699370045803563,0.45766024918079834,0.3669696345920872,0.321948550535709,0.3581409030126859,0.348376071593584,0.2667283374539532,0.24821536670479147,0.2323814056901179,0.22997321144371874,0.25688557140318896,0.26767066203106094,0.22497468022371278,0.2515965599379485,0.2694149782225027,0.2793685081150597,0.21090936230806825,0.20422868381386325,0.18289954700906425,0.19780540850033138,0.165695699689879,0.161520389628388,0.16870765410889008,0.17423149386929138,0.20593035174627622,0.18769975067266312,0.1941714499070272,0.1968848845372883,0.22739884335571553,0.23056348086977702,0.226531146520248,0.23910912976892804,0.2684158601586355,0.27780157259520827,0.28329366175430215,0.26753149782066477,0.2813817590974961,0.2602251982938728,0.23880219312488205,0.23041838517059815,0.2145320978329829,0.22374729028312187,0.20884450050969416,0.21920706220605182,0.21415021057942726,0.1890370575853432,0.2133344085996464,0.23137052268141842,0.2571524104451267,0.2403482201256496,0.20640938944554768,0.2185516159594645,0.22259418040550447,0.23923354483323442,0.22643862296090164,0.23774792980725198
LSO,Lesotho,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52467406178813,1.478559454178165,1.4354365472690338,1.428399318761344,1.381044201646134,1.363374207142447,1.3132752818551583,1.2904188901184745,1.2945581134677981,1.3041373868579098,1.2731279654511298,1.2463842874224342,1.256762144234935,1.2181358173523116,1.2296852854588083,1.2060654681115086,1.1718720484401237,1.1449973772424626,1.1119037563515064,1.1745567391240384,1.1452675663827143,1.4737431854014322,1.3992183301699015,1.0374485831405074,1.0808487385599985,0.9502820762950025,0.9051925289601112,1.0613912186180838,1.016094365440054,1.038675065926078,1.0285746559793743,1.255306893618,1.3740318437674204,1.3719936977677016
LTU,Lithuania,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1608494956633968,1.3023628357623713,0.9264240418216153,0.8529884921456096,0.9133669680993538,0.8445617710301546,0.8405119083808834,0.7477023139966562,0.7339707685671552,0.6241964398242539,0.5316588116477413,0.5308407900553219,0.5002649405099328,0.45228299520650095,0.4445646565015074,0.4316327353557921,0.4115585080980782,0.4039390412315808,0.37947905488988953,0.383127105419618,0.41037635647892584,0.3903529412487474,0.37643375128693685,0.3385694766342294,0.3189582587907863,0.3150717545514755,0.3084477087226885,0.29853389701198796,0.28774745322831763,0.2797273411804368,0.27666025235252034,0.26559703346259517,0.2411437840046461,0.2330228030823104
LUX,Luxembourg,Carbon Intensity,kg CO2 / $,1.3155380375184846,1.275073332747583,1.2536034079625478,1.2011598691041838,1.1970387075874525,1.195833592635181,1.1262444976342445,1.0986400432485748,1.138939129489913,1.1136537289346997,1.1403129260464908,1.066913379631573,1.0235693597383613,0.9927891292711818,0.9693720939178653,0.8533956593216889,0.8321582041508122,0.7565894372990909,0.7884792864018787,0.7886559912450164,0.7120736292809803,0.6133637750572136,0.5705838462068501,0.5192490526945909,0.5264237039055895,0.5253569715039085,0.4711674055566006,0.43838980162972974,0.4173677784621495,0.4113085950923206,0.4685454921399138,0.45355952189314547,0.4371511584395807,0.42464741052314886,0.38197895120338554,0.2985048777646958,0.2960186885741941,0.26125542019331566,0.21934746683246154,0.21502571864350523,0.2155676738773444,0.22123108272842204,0.23231654627365547,0.237102263159231,0.25725900041703975,0.25649271416887015,0.23857001631917088,0.20950757419227847,0.20761721386654342,0.20411272989746893,0.20725927274959047,0.2033292008768579,0.19587258714189723,0.18054174529152378,0.16711529277382547,0.15556882032457373,0.1441498562306443,0.14497485520086242,0.14736546000089323,0.14633764796157678,0.12167100214705809,0.1186566266465904,0.10367354436848461,0.10033028901647584
LVA,Latvia,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9685329459257236,1.0099230289305392,1.1784192689137478,1.0417060064784192,0.8867194707316873,0.7884618140560742,0.7772931657104343,0.6708930769613468,0.6025282788514873,0.5445156342787951,0.4720550268544699,0.46938533055305115,0.43735700722388715,0.4143860081710989,0.38138613553137873,0.3452135349089014,0.32553368082804796,0.3064342388485273,0.30105494316742665,0.32612174559542584,0.38838032320554455,0.34417519400589736,0.30878204767630607,0.2963705768023472,0.28254627776292257,0.2756709304447106,0.26689674003228875,0.25828924310197454,0.26965015765518124,0.2607217832383457,0.24712087347891576,0.23900660123813292,0.21470812153837754,0.2052805794123168
MAC,Macao,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,0.08249348921131348,0.10565194266406255,0.08641240140664633,0.10398035306721969,0.11646152507139686,0.11298199443410697,0.10400519898565677,0.10580675464193287,0.09833664072332726,0.10024755178168383,0.0875896249488162,0.09089263389177907,0.09395325890767608,0.08807248275903,0.10107725964409033,0.10716754446611892,0.11755617731042632,0.11727964013592723,0.11921088683796441,0.11977009114611424,0.09897366205541402,0.08951045847813224,0.0791413345471968,0.07807857676011234,0.06099252100220558,0.044841582065632254,0.03602570470007138,0.05940241772522435,0.031006154538024546,0.026705475803657393,0.021399019607310436,0.016882784699147717,0.022534264726311478,0.03928486308761547,0.03979917794506465,0.0392088205470278,0.023748411030317256,0.023798018565045643,0.044400613691184525,0.03744850851813264,0.046851455258675005,0.02720061127287197
MAR,Morocco,Carbon Intensity,kg CO2 / $,,,,,,,0.47397961669383737,0.42673017717426126,0.4035389056561835,0.3854630632567794,0.4607901077074707,0.4905539108023425,0.4696013996308706,0.5429922964783266,0.5937052110607824,0.5503397773235166,0.5156800286725084,0.5342436328795173,0.5377731934439168,0.6260847258096293,0.6028460648307264,0.6096786893614035,0.6017963586643857,0.6189135147319006,0.582202652739505,0.5503455702015843,0.5321976023791889,0.5688236591119896,0.5346505568671549,0.5628185440359177,0.5355394755085593,0.5306364221159583,0.5659996616985381,0.6172964397050593,0.5862289543024127,0.6335327243351829,0.5789599559900401,0.5971640522083613,0.5736403962977797,0.5842425873352461,0.5911413279663644,0.6083831700392781,0.5944823458647195,0.5488795612690139,0.6060565519339479,0.6211791735784059,0.5967812506720886,0.6101515131861432,0.6063260776886528,0.5786395858876638,0.5976082253385634,0.5715548660407518,0.5756551380724815,0.549495245782683,0.5403211814424806,0.5297812824041457,0.5266947720605394,0.5240612756795457,0.5184761431351246,0.5559404829207801,0.5624939628741153,0.5676247385057626,0.5604664318632717,0.5369689533420827
MDG,Madagascar,Carbon Intensity,kg CO2 / $,0.09620191213399626,0.08389223219185582,0.09131786339520408,0.1075115736801542,0.10833984647585644,0.1253348703667073,0.12763514670437387,0.1760777753426059,0.1784361982003604,0.16028004480341096,0.17391017877914966,0.17680984985812426,0.22451893661968492,0.19244535216989925,0.20863549558227437,0.29381829460170705,0.17770228474092373,0.14794401352098877,0.18283600201078387,0.1849266198249579,0.26157691813497386,0.18409176731587545,0.18560528013514788,0.11806466371171466,0.1545510135305769,0.18570148476851905,0.19667141157072845,0.21923012772423547,0.21256553658924132,0.1470593850155403,0.14544634001860443,0.16848135978213893,0.162937089085465,0.1642444718932764,0.18342434698021495,0.18670280658358493,0.19087338767412598,0.2269165890804572,0.2302929304311754,0.23947668223921698,0.2533389334133335,0.21390283810984717,0.17314135885967663,0.2159345532117241,0.2187676641631305,0.2015098900791536,0.18390056100564478,0.18023085918647216,0.17326812659653282,0.17298843178896145,0.18859486240803155,0.23546672415486178,0.2642364342891891,0.3019091651575192,0.28762482008948304,0.28503736238425886,0.27751524740639183,0.33655689387325366,0.3002012591171116,0.32278506484340386,0.3237154593802383,0.3591019204578045,0.3393493209362789,0.3396423091111079
MDV,Maldives,Carbon Intensity,kg CO2 / $,,,,,,,,,,,0.0,0.01852820814585756,0.01808967067612922,0.017808666080253253,0.016843825589553756,0.036612626870561334,0.05459204185679576,0.06542727996870978,0.08557453644838424,0.10310414307826478,0.13043138010995325,0.1264269079062211,0.13035342910143022,0.12075097989761922,0.10870040817455298,0.10595403844670534,0.11841503543050842,0.10880819084959933,0.1182664343456684,0.14146219834848292,0.16720551045890283,0.14729270415796347,0.20712229007710545,0.16818759541390846,0.15609132003762718,0.1739682923885712,0.18738434731456927,0.19693717179669556,0.16692141429168542,0.22048096014643326,0.2270854890945619,0.2421746417736723,0.2902694885108107,0.2173771370348041,0.2706500638625294,0.2745722680803225,0.2749058843266086,0.26924199113930786,0.26678312265457294,0.30497975840612424,0.30219132920156366,0.292881469816252,0.32220162049612844,0.29622329875407616,0.3308523462906216,0.3096583975994605,0.326966134941478,0.3217221721490968,0.34081514863248646,0.35766884405479266,0.4500917390996161,0.39297052702514024,0.36211533426265075,0.35513584120002323
MEX,Mexico,Carbon Intensity,kg CO2 / $,0.4141293188900761,0.40809299678475885,0.38096418608525995,0.3664846736342796,0.36656137911161646,0.3467248705332259,0.35148263284833065,0.3696673926474673,0.3524023130654159,0.37083710660102487,0.38832081018027853,0.4144116264037553,0.40134844001725595,0.4052381155347375,0.4114617820404268,0.4127579968463795,0.4424845440424797,0.44811300312173774,0.47480386444274775,0.4681632122310306,0.47970220096488403,0.4638147282592222,0.49706129538122873,0.4759810199386367,0.4582684826993836,0.4670234550241353,0.4963492769385232,0.5071640827151026,0.5004503147833899,0.5110847287798149,0.47586991371381704,0.4765753437428303,0.4638175206103685,0.45803612761716506,0.4567006496525404,0.4569051325846319,0.4439863036322945,0.4395373482451801,0.4352213968180164,0.42904070078346074,0.41420923542985116,0.43314117556229864,0.4371691593403314,0.4590750601608458,0.4459341512469983,0.46144225290682295,0.4508198974449613,0.44078335251971373,0.4360980658456757,0.45291163789732536,0.4278209503681767,0.4343023186465182,0.43179618412777687,0.42283517476385885,0.40200830105771146,0.38741511684665236,0.3808828680870094,0.36353121434273666,0.35973963765043887,0.3598815715710909,0.36734895558309,0.35322675862101893,0.35515266309104937,0.3563096755828913
MHL,Marshall Islands,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51070811767314,0.5276547252685327,0.4983624860879326,0.4805605665560755,0.535759653891075,0.572672249074917,0.6005820925565194,0.5843583660612827,0.641654208001868,0.6222939324643184,0.643352550408241,0.6317737182703994,0.6999880597014926,0.6661818181818182,0.7079156908665106,0.7034217955957087,0.7833842394624313,0.7772775486152033,0.7569402568397543,0.781324354657688,0.7707106310403639,0.7624972617743702,0.7925457570715474,0.7778769733260751,0.758874137015401,0.7515897435897436,0.7124939231891103,0.6450704225352112,0.6634676324128564,0.6541304296958855,0.6938668863876606,0.7418466198584445
MKD,North Macedonia,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5227548946821579,1.138935170064297,1.3127537911338831,1.2843590921554304,1.3596461405459057,1.3787980317307704,1.6190645095890837,1.4314933093078164,1.5817507008845009,1.3801068230403248,1.2726967948361398,1.2851151378222425,1.196807445205585,1.2748131870900226,1.1744849556494503,1.1719411324459017,1.1218068614561691,1.097781063966409,1.031941887757168,0.9545353069832722,0.9177973613259353,0.9682529019273091,0.933976115345591,0.800859153286003,0.7433219212399907,0.6713239816855813,0.6428083748702331,0.6835537114110796,0.6198079147379838,0.6836325120460618,0.6523053423553635,0.6280265961962782,0.6858550495579091,0.7039774861384884
MLI,Mali,Carbon Intensity,kg CO2 / $,,,,,,,,0.10122058336853343,0.08640100298401102,0.07023856656518347,0.08272161974137361,0.09091424261270689,0.09282153085704678,0.1025588413290643,0.11842792606252671,0.11887398332771286,0.10453271091644235,0.11944299831383141,0.1157859605375612,0.11363682397080832,0.10862437789287466,0.10797802238566324,0.10779614929645649,0.12079772096991362,0.126436705640904,0.09799719691592385,0.08936112550492942,0.08427434994484657,0.08407815820482728,0.08762902046560894,0.09125263420908322,0.08236754798023872,0.09242616910066222,0.09738834666150385,0.10234779467159438,0.11006988225063653,0.11160469392380434,0.1197423772232629,0.1431236384218562,0.14071428786035853,0.15461427754221596,0.14598206043939035,0.14739030911628903,0.13916606977388965,0.15476151882974318,0.1488315059246246,0.14727878100840067,0.16513336296272077,0.16961113266621564,0.15633259351540355,0.1618270865213817,0.1697670903480155,0.18254498128528546,0.20075061418171644,0.21324243843369042,0.21058451254490687,0.2563501701786049,0.26750358294000043,0.26890455197674384,0.3043039629384169,0.3388360227144009,0.3542344275155099,0.35494529549026543,0.329465658464678
MLT,Malta,Carbon Intensity,kg CO2 / $,,,,,,,,,,,0.6993609142817182,0.6788383910725109,0.8159929495140402,0.7527147620223423,0.6312005977192411,0.47332184795250853,0.46227372156893715,0.43385879701071633,0.4544555486256967,0.3984026059637068,0.4203818145513156,0.4550347272447023,0.5104619214861629,0.3902267003729162,0.5287099897629267,0.4530407653749132,0.5401208151611904,0.6481743122621192,0.6486752506534179,0.6465964325924978,0.6807675045669817,0.5996267034739974,0.5782432011537996,0.6962921402112165,0.6071478916994584,0.5266464202458676,0.524410434943366,0.5026041341542948,0.4722422643261798,0.4595173857786956,0.36832472417949774,0.4114927187407815,0.4020754915843997,0.41789993995293495,0.40049276767049397,0.3620476611973733,0.35452058199890724,0.3467286674761571,0.33128867456706174,0.316166680968347,0.30450547095726616,0.30023810469881745,0.3039796277479267,0.2527532344885072,0.2336389399721932,0.14984461980536265,0.11654461608958365,0.1152561725452592,0.10826296311928442,0.11082855396876083,0.11131452302469486,0.09889010747424776,0.10444567331984456,0.09348034230898096
MMR,Myanmar,Carbon Intensity,kg CO2 / $,0.9627184538453853,0.9142415666506571,0.9764762310698809,0.7879474962601384,0.9083385847168829,0.7827144995159675,0.8469473001715098,1.1600985233238474,0.8379823425869075,0.8904867839038189,1.2178279402357601,1.2930630511447703,1.211524279043045,1.0264688184952435,1.1083205424087066,1.044083281769702,1.0507858549138034,1.0470624071231982,0.9792667271195235,0.9199884107661526,0.9231730082034354,0.8859982732829316,0.8324976950486503,0.8223853787301106,0.8919842250489477,0.8840738495111168,0.9043404749868011,0.6892866648878629,0.6427996514733603,0.6712605526855916,0.6249006933667303,0.6143953121019274,0.6556678214820281,0.6772100828428419,0.7335743804897573,0.7657581260714726,0.7502364226437709,0.7329898885125078,0.7508389084239764,0.7514090011479571,0.755679600645775,0.588125414643385,0.5529954754923481,0.5205885402538082,0.5761770378953892,0.46653827922606356,0.4575224244274981,0.4094160168438237,0.28258415563064887,0.26700172041833875,0.3130707041746125,0.3401756494621315,0.24597838877932024,0.2439424196098276,0.28208991134870454,0.365373879012328,0.33372742062525057,0.3518146402254018,0.47731384112899183,0.4426080201570087,0.5009626129912761,0.5011926630499359,0.4873001977964922,0.4962971349681232
MNE,Montenegro,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6103036454460178,0.6123811173096696,0.4660476877010882,0.5672890679361406,0.6151413599802379,0.6394852629946581,0.6674281445050697,0.6905916822421138,0.5685621346064561,0.6170221181265602,0.5756290103030303,0.6803971104521274,0.4662641648190606,0.6535897234235938,0.6293173634053122,0.5947502665668396,0.5582001939902744,0.5372067964080349,0.5521215856957097,0.48276179219020016,0.48113518726722315,0.5224986693652056,0.5181964964990505,0.5946550131554422,0.5201834169834101,0.48248925026197237,0.4395253408503265
MNG,Mongolia,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,2.6624796052741107,2.4937486143848857,2.446414359211818,2.1290024236640632,2.820579344405747,2.74997022845282,2.903857593576843,3.029024938452694,2.6459886507567254,2.5584789402055725,3.422744172709697,3.4510883956250447,2.994181300799006,2.508036582944094,2.3493926946359345,2.3268688250525376,2.149197478144211,2.081486967508819,1.9839954464946203,1.9469163564699146,1.9857596037783984,1.9914083632067616,1.8007431382208912,1.7448011536552674,1.629478858615299,1.6360889372758145,1.911989765137366,1.7498448000235292,1.9371902666230787,1.9255557887326804,2.547102077011219,3.7130867370221248,4.131420306956023,2.608037778157998,2.000606762154954,2.1718434004318237,2.7396008333039514,3.3758840936902224,3.333754382255652,2.740627474151225,2.5031543236033276,2.479284096096139,2.4885034555209127
MOZ,Mozambique,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,1.1215583596381773,0.8278858237402544,0.9053478349349274,0.8316522874451315,0.6875811970863235,0.5113898221251151,0.45064973382734647,0.392736997499206,0.37391556541052723,0.36098248042904213,0.35424550723767956,0.3099876438516697,0.3659455838607427,0.36618264502202436,0.33126773728518066,0.3341121980187943,0.29137839386147324,0.27930742693118277,0.24044992392638673,0.22595569763299575,0.253717922030726,0.2642891042022525,0.2383624253726802,0.2683776892820791,0.24915802970556702,0.22251131996293275,0.21914059639240427,0.23260586358089008,0.2167486171721438,0.22893453597727326,0.23180488255881868,0.25513978488448613,0.22669416474148252,0.25514463420621925,0.5367191258978293,0.4146917251888309,0.5034009844428078,0.3951623734861778,0.3881875736555169,0.3849280553499299,0.3499740788529039,0.4331435391177469,0.40395787012584145,0.3867388680762752
MRT,Mauritania,Carbon Intensity,kg CO2 / $,,0.04473646662691091,0.05807952260383104,0.0836541235243806,0.08735065951255525,0.10341732682961523,0.11490391145380033,0.12226736111701543,0.13150103721690842,0.1522024811706677,0.21202294626415677,0.19395134771009326,0.21868592618123187,0.2404657414858714,0.22108998138134925,0.24541497379483138,0.22934597667688086,0.25197174120365967,0.2649127542859222,0.2623431219423563,0.264554153488706,0.25715143268301316,0.3669056645887358,0.3757081329520909,0.36093813936868685,0.2635686287331849,0.1420725187637818,1.2096991004605726,1.1677390748266976,0.9811131247924483,0.30421119701980126,0.3039979580714568,0.3109964123304783,0.30087847061061385,0.32019265390109286,0.3094353851628917,0.3061436549349869,0.3234488505253441,0.31256604365329427,0.30871925646976073,0.32668124133145965,0.3466464075153475,0.36436148256878675,0.3517452216080852,0.36065736300004486,0.34475574345135973,0.3141950751212821,0.3634167717638925,0.3805635079002409,0.41705385164558895,0.42280865571016274,0.42244211176646573,0.4351863989346558,0.36757366349204573,0.4270024089380274,0.4741389891561844,0.40604210014155845,0.5041001678680821,0.5270220415652531,0.5262550548592448,0.5763609033629606,0.6377444156183442,0.6031446565272353,0.5435980497354366
MUS,Mauritius,Carbon Intensity,kg CO2 / $,0.18767237144977633,0.15900195947763124,0.21339926102610585,0.15478035060436152,0.2449748864213695,0.23455969251078798,0.21979423734952086,0.3818207034795915,0.524652662281733,0.44826544502753146,0.3923742064186464,0.2988209774982873,0.4800990448150909,0.4218885295866262,0.3961062494768036,0.3343939312411828,0.28363866390210757,0.27565953912976526,0.260937921261827,0.2637980426723386,0.2623482270040441,0.22776678377852222,0.1998521471960925,0.23687119139707855,0.23734537033747072,0.25046266728204164,0.2577918500360911,0.2758381054243472,0.23694110101357024,0.27937976743667975,0.36236387993939384,0.3608877788469221,0.3804596528180018,0.37604469128312823,0.3305189306269845,0.3569931776653787,0.36046000256446875,0.34939639466115485,0.3578022860956155,0.38992920120981217,0.399563091193222,0.41137717527752554,0.40794951054428075,0.4086183448799228,0.3954118399986214,0.41431420545235237,0.43508339656065964,0.41816657981330485,0.4054689171089133,0.38635030669406534,0.39063067648578326,0.37567802122474214,0.3674018014811983,0.3646555203106011,0.36323820627839615,0.3506149708535266,0.3484467972806546,0.34994367202579624,0.33075513227609277,0.32595119843674814,0.3211613750499627,0.33979490168451704,0.3066300544926545,0.30618743589993946
MWI,Malawi,Carbon Intensity,kg CO2 / $,0.46402254718673536,0.36713682473316256,0.35228857030887695,0.3434790476318275,0.31810848081564014,0.29554471942620575,0.32137982536118975,0.2560218248918703,0.27667122477741113,0.2563239457498151,0.30421968434351654,0.28920783387886023,0.29606707975471414,0.302958433943702,0.2717723906930247,0.2697942522462338,0.2586041066614196,0.26972019800588753,0.25845649573149837,0.2353697076212331,0.26142229633725966,0.23473191069348834,0.22491882294354065,0.2100698388676019,0.19301361041997403,0.18461893648718097,0.18373414415755668,0.17838716570519383,0.1717492121663493,0.17631342945999265,0.21922474944011336,0.21449830496515115,0.23131881474654337,0.23630835615788898,0.2691640441808463,0.2318043010843115,0.21910458999073182,0.21002560436700043,0.19925641348440773,0.19155284703934,0.18106120553967198,0.1717911443848903,0.18704733872341053,0.18981868545589933,0.17676109330179254,0.1611629574581399,0.15374705545786244,0.15210605415140344,0.15343677044022985,0.14375942292662902,0.12856471920052215,0.13361020547201788,0.13235523901512375,0.1349562389812632,0.11604788982091865,0.11745627001940419,0.12757859592710416,0.1251198734408745,0.16800446170860459,0.15093959992126066,0.17118657511616692,0.17920963268540163,0.1701642097590652,0.16967962489071942
MYS,Malaysia,Carbon Intensity,kg CO2 / $,0.4170151579567912,0.4321659283678992,0.4140332249763253,0.47063194688515064,0.5671393585307313,0.5964774214206682,0.6492314964229451,0.6437574492048461,0.6198949168122247,0.5128519299525853,0.77238628853207,0.8018899242879753,0.7875332318682794,0.6894592357072984,0.6924903031108095,0.7014333131836096,0.772694587330677,0.6787845187865361,0.654431953597123,0.7025679990634288,0.6713070897697635,0.6914385176717447,0.6476681573551432,0.7568913827569069,0.6423077841661381,0.6775973104912268,0.7387867799837544,0.7159095838385093,0.682921194487782,0.731575481969519,0.7272027732955304,0.8047002669042902,0.8196505388261701,0.886487443656871,0.8240434161926287,0.9446535444573257,0.8571420295892125,0.8636006374078854,0.8554718803981565,0.7634554765049777,0.8287376141512607,0.8782272135021416,0.8405947028356909,0.9230800708343743,0.9562704832140148,0.9094085112391941,0.8623149115031158,0.8364095747626601,0.876968046568927,0.8870838249184705,0.8568349417455973,0.8214572695668322,0.8071516449232189,0.8734532511517759,0.8321411564598196,0.7579054594034199,0.7338624609770084,0.7166648699387629,0.7392903303434382,0.7229805310276487,0.7678955432432243,0.763856950453394,0.740414428723894,0.7259355308038211
NAM,Namibia,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24934323886272386,0.2536197964954636,0.31103360740995806,0.3460802928522146,0.3431866771084049,0.3536411729052382,0.34870695403541524,0.34668113502125036,0.3069819931078985,0.28616967468108395,0.3545161086100252,0.3007247408357749,0.3038637621784905,0.2832931625545557,0.3240673980170486,0.3060173003114733,0.2813067334364202,0.32725768655026044,0.33336603763628464,0.3231357915198509,0.30125418362435286,0.3457930080515561,0.25057699212955026,0.33831303308498023,0.33976614638534364,0.35728009097237345,0.3756871083398454,0.36634775046225515,0.3655485304382061,0.35592537812855,0.3594522898866719,0.3549392116992357,0.3460536906592631
NCL,New Caledonia,Carbon Intensity,kg CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5581134931047198,,,,,,,,
