region,region_name,variable,unit,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
DNK,Denmark,Carbon Intensity,g CO2 / $,370.9026764301786,371.535007918816,409.17160710124,448.16346185578067,435.1378919496525,427.2360172652872,470.1019346614397,434.6439251609296,446.1691632405195,465.35858011360557,477.6108830742387,425.3070423227208,428.2536663914068,406.3346716379466,381.2888876327906,391.65692768421576,398.32636394862755,401.7063006011678,387.52301808055967,383.89677679780846,370.70583049742805,320.38350813870164,319.7073459843833,291.0095264594886,282.70635999517907,320.6050809406468,300.0817613772661,295.8745651486145,278.6965066014057,244.9278836893137,264.64075989215246,312.67424960826935,278.85078043150406,289.82283023380904,293.87775888130244,271.89508528364684,321.01602352526004,271.84961261268967,248.61979941122763,231.26080989022188,206.43645197534917,210.48155280438868,208.24167772922357,226.32686190616826,200.0766345289645,182.8174863839017,203.31455637900694,185.11649077413242,174.15927257285895,174.67711928256992,173.14596674994513,153.69750522273864,138.50233685771713,143.11701921590506,127.12810722877327,116.35305554239768,118.69051482295723,108.14486486902472,105.99960437504812,93.1988948151441,86.76172107156953,84.51977350068984,81.8060170152656,79.09263620994913,75.06560826440389
DOM,Dominican Republic,Carbon Intensity,g CO2 / $,231.27875704798518,234.1927967086054,241.41407825308002,228.02292683365866,298.76631196572185,302.0569274802014,287.62957230095884,261.2427240877493,390.4148042143436,397.64273064239427,393.9254264268233,402.62724285545977,483.9345084130565,547.1034884234026,555.152503725755,521.4150053966301,487.7274209680902,411.3883515890447,390.61032305217753,466.9285352072546,409.56815652044537,374.90692014604235,378.7342273005381,451.67423011537204,419.09263671388936,419.5523372198252,454.4910517202228,492.35302357554735,484.44270826496137,488.66923862733154,450.3314935067932,476.05823213709493,467.3437437867642,468.30247558504135,480.34191969556605,582.1067155239263,599.1783882410432,576.1406278123649,556.293074318941,525.5681791146536,535.0418978218826,526.1640667891439,550.7412939543198,568.7149710089827,449.89975690285416,425.3785782813441,415.35893080684303,404.53733888474943,398.13999199821,383.5049900735691,367.41885366261266,364.36224377138944,354.1922675943109,336.5463674132126,320.5738012656935,323.8998135417916,318.7454246647772,297.97658725225375,298.96340358656767,321.97132438724776,322.14347841637453,316.32541105013166,319.64305613182114,318.8338451738854,316.22060520450015
DZA,Algeria,Carbon Intensity,g CO2 / $,225.42328744348922,256.87970202782105,298.98344654498476,213.09060816163807,209.65192449418547,230.47370737529587,309.43890671591083,283.07415214446036,274.23681819164364,314.74301606843443,386.5621245890746,539.6953559150486,643.1564176773893,837.1955521546419,648.3901640510454,619.5138083581885,698.6015870542201,709.3196414599892,969.0655296472387,655.6677730481314,949.4889781969582,641.2791349403532,508.4794137047179,647.346079050656,828.9484875968997,817.2031494352188,852.3225978065697,945.2998061401269,952.7653595556083,869.6840297473841,829.4471094007281,862.5718397810655,861.5367479876134,902.4581309937117,983.932283032241,1034.851546284315,1031.9668160736896,897.2712469371896,1031.499101029767,856.5236479455965,769.9777631137598,760.5191139120544,752.0819000176896,740.9898776485978,684.7708634489835,783.4966960729921,721.3403449189301,724.9344470015376,714.1408638791003,755.9156964196821,730.7146018234904,750.7757383886118,797.1305948161632,810.9704304062549,839.0278731613852,855.0766265456326,812.6455270844475,835.7514668144906,870.1461657059122,901.7508904462728,890.4846619122995,912.5110730520668,932.7822460688333,942.8413960617827,891.8280357255961
ECU,Ecuador,Carbon Intensity,g CO2 / $,160.43633101663644,142.45009761591405,129.11766271220262,145.10709620045992,161.29898733423576,165.78951813693251,176.79249746956233,181.0207125450337,213.56640819136726,235.25695113960543,262.4115691248954,243.48516933621428,252.15991464622903,253.44486089514388,263.78954086750656,287.3843958074257,294.7486081624672,267.62070623377633,352.6220704935506,396.63314460278974,422.43749634300434,496.7701188840736,570.3931840866401,580.2831806603689,614.4677969520483,540.1453046219174,410.105879870024,406.65387237231164,438.874213227063,509.9857003303498,401.92907291086135,378.33072123335404,503.13591696961237,541.039522097992,308.4715403241079,495.1419251109927,524.0147533431176,385.79596346248655,443.76186465564325,443.27304798132394,417.6027679670166,448.3162151388854,453.24619439862795,480.43054309605213,486.1566228062596,482.36541867451166,449.16473647423726,509.03426494461115,423.44015765123055,464.57950065773434,481.6471979977596,468.4715100351864,431.49385997700557,426.0027631018287,450.6984100260588,424.83202427946657,407.85362950174385,383.1288763715027,371.965384560267,387.107185103608,345.5658940931133,371.3583340462961,386.42198583300393,401.71219344825056,422.5988486357533
EGY,Egypt,Carbon Intensity,g CO2 / $,789.873953289084,799.5115780260259,837.5666270820041,878.473724855406,932.8994144611589,963.0924380794897,881.0516555289967,647.301005544042,765.7669394424236,625.3528771222711,652.1045712613901,664.9707772022459,713.4680333344807,642.0127464163788,693.8204612378311,757.715147347964,741.9157459225149,747.0467003675428,713.9874967884074,746.0191184229419,713.9977824023773,748.960608729901,754.472316006015,722.7624019829307,735.2341542830529,696.5821301867015,773.5163478682434,744.9570953552987,701.274107295536,641.7091965550753,632.8567759994951,639.2350473988847,636.2983381550082,725.5117485421329,672.0396245917651,719.198191279175,678.5500487908333,735.3001322569089,780.1082472254707,751.7470201142888,794.9372693256305,679.2902310325618,673.87918170592,762.8722449355655,742.4765949714398,780.9474468852127,781.0818818808647,773.5910625612663,747.3349480532845,748.1711573216096,702.7451716653467,755.1882819702365,708.2476323506017,714.5009641735113,720.138890231069,688.151087439322,713.3422734353431,707.6153945671206,641.4125999583932,587.9718699604364,597.5630529022208,626.7098780356578,550.6472982569815,531.3958435857928,535.8219419015776
ERI,Eritrea,Carbon Intensity,g CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.2275737080983,483.4226899048813,482.8071303633346,398.78967223656315,299.0084618684468,313.9040695310517,318.28387955631985,308.5918972054106,239.27333582093536,376.69328357627484,301.50969210700214,271.8061909986918,212.58196696316523,195.93777053149768,203.99264350727776,219.87142701959291,225.7662508306419,256.4676313443027,,,,,,,,,,,,,
ESP,Spain,Carbon Intensity,g CO2 / $,255.28111149374703,250.40720060764613,254.81320427342646,227.7216104101481,236.78659853706876,246.05207916329277,250.73744908298315,267.48134126137376,281.750471451372,257.96797969109883,298.7247681471692,314.03638945407835,327.120707053282,324.96104055094577,342.834123203213,357.5504952299856,378.0319057334874,362.1688405121052,365.5297023845222,371.29802368577367,383.2861252775636,369.77202157968856,369.64142717656034,354.247013373755,338.2185724394151,334.28202390957205,306.2312421671046,290.7379331665468,288.2441761019647,313.17029689977085,307.7837725130799,313.10662894123254,321.108667169107,313.2065864843035,321.6390404924846,330.04154653895466,306.4781482582211,310.31743442177503,307.34612702321897,319.51266958972565,316.2276861160453,306.04519183063496,316.9871004623173,312.1320212637444,317.6801234152323,320.1216904190803,300.4984034652123,296.3885321206673,269.10334430959705,247.00867674505756,235.4655846965969,237.56071236522172,239.52334163762455,220.81222023719124,218.84119276710697,224.0556692518063,209.09463393811336,214.11498534164144,205.31111241738407,187.97871960895907,178.30820285114154,180.58793195969642,174.10544297843146,155.9849159838604,154.6465470496812
EST,Estonia,Carbon Intensity,g CO2 / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2517.817365088985,2531.289583513015,2296.470537680798,1939.3489672805665,2033.1939651265848,1752.417695535895,1760.4692901583605,1527.8214542879962,1327.8222548883964,1254.4559263417686,1106.7052511802424,1072.1916853027562,970.3327698342505,1012.9691810438384,952.3894229374351,857.9166874249366,751.8099510438474,847.3784904654393,798.3442122442331,756.1671925272127,971.7192780930585,902.230691609078,815.7735235536018,886.2061363295021,820.5797730535834,676.8930326864479,725.3772382647747,733.2883652638858,676.1559112180145,449.9914334504153,346.84308885113893,365.6551173322432,420.83585380489836,317.10993517031284,302.0330885338445
ETH,Ethiopia,Carbon Intensity,g CO2 / $,,64.71818914650609,72.03275478688222,73.39293589313543,68.05025843850481,101.99542485613972,121.58110309318265,152.13861473074505,234.86971737694225,223.7840764647509,214.34316536650573,225.29932514504566,164.35487809069912,194.692417630234,186.94605163207098,128.5224054337434,124.74256990473161,108.20713941100404,137.6904370892028,187.6109811694783,173.73835516554493,170.33982078863258,133.75609606237023,153.8337538661622,142.4230062585091,174.70217595609807,194.43109724969827,198.7007407023094,204.33683561960606,217.04351917627847,225.83125650213188,240.90593889178277,261.84441297968056,235.91107072500242,167.796745670304,180.32619181691675,178.84392870751722,184.9507831922806,202.3281274508505,189.14760302665363,199.5585468386412,226.9233663400653,232.29634644724547,260.92314890474154,243.34198574058738,209.08230518928258,202.4238155140269,199.42404545097784,197.82098342733295,182.83209480522046,159.69454093012544,166.5202093447832,166.46902228690558,183.61626850286936,197.28998793657755,194.5153161550842,202.64208844869032,188.56116179171897,194.83769853616474,191.62359615364173,176.02506715165407,178.2798896776207,160.33006619748994,155.82960063214912,147.4088221345375
FIN,Finland,Carbon Intensity,g CO2 / $,305.36237202606577,280.67079240680533,306.7374429450354,341.94630618149273,383.6490093367987,403.72596129114123,459.6610377105107,436.1554639724703,496.3344814788899,515.6925964083487,510.97172354147995,501.45370550822724,506.43245683192663,529.3335112261484,484.54644744445653,470.0055519423338,521.0347522990076,509.0131951621068,511.2245588882801,499.4473426041953,508.0366760686786,443.43081172612386,359.66551789085315,336.5282396552062,331.3861989197623,376.26405963144265,393.28935196734176,410.56110379033504,353.0217115017289,338.48169211084985,364.80099680236344,375.84092234704775,382.2123918478622,399.75283378103904,421.5061909015411,380.6922040391527,404.6340440636499,372.3635598336615,334.2673377609846,317.60133660659886,290.8488928387062,310.71646641751414,317.9209118799033,348.10599258811106,317.6006132812519,255.76271009326138,294.61234029117526,273.16253085654824,237.9951932677016,246.96277262003835,274.35581138516915,236.82108761117235,217.16768789208334,221.73878815933386,205.1541869633372,189.49385105731218,197.53457189410972,180.71656995103862,182.90106513188778,167.4756719598868,152.63796426250846,149.0534384683743,142.1242787115358,125.56384809695653,117.75332732269295
FJI,Fiji,Carbon Intensity,g CO2 / $,224.64637089902246,188.35070501640615,248.98009753843093,245.24191836684986,410.87135724483437,342.13551844692756,320.2560874593473,311.4445327765216,321.3200634199946,342.2039691455859,365.39767093717495,361.0556140729073,353.82088632771246,345.1138139767578,357.90419933854724,330.728282226645,249.74504131205418,373.32710157603736,339.8750830601451,357.25280457128133,343.9600288933224,439.72630574326195,362.59378158386767,320.4931859979478,240.74080901205957,250.54043175842367,242.70371449982537,205.10373030714752,236.63659251123474,250.4752272969872,303.39640395009314,254.9226196576754,267.8781450332477,261.69434000258804,247.0918639842834,245.60609814332585,252.0920665059839,248.60244638131627,238.67390057892715,223.25542438274215,244.64527503145572,295.50455488026165,238.26967369471555,280.4024752048636,348.7915794670909,272.244373624606,300.8241743013618,286.0124536759368,206.57826216829125,186.20600740387056,264.69925454364204,232.96352186993792,224.29493980707403,244.3799828268428,263.30353796561013,312.2140474924214,280.31870494153446,287.8247332325565,282.1434300262107,289.3931300019769,316.65684786096153,264.41398078726183,281.63670273777626,260.6911726556248,262.56218029835725
FRA,France,Carbon Intensity,g CO2 / $,586.3571843029797,596.5411145207668,588.6696852391766,562.3778752075419,576.467724108603,541.8342320171506,538.920012426002,546.5849069530483,541.0565793855326,535.6674481749616,524.0106120017884,532.9838471468049,530.9266711233834,522.1135634595242,482.2598535611627,451.759435380401,469.59689614321906,439.5544481158722,440.79538455820096,427.77677196945876,403.815210509796,358.807194680881,335.71442354287194,318.5528570766994,305.13048132403304,295.45100125204397,277.991481452114,269.18317507467503,255.15158750641365,253.1298871590779,242.13902835108473,253.8470611230345,243.68070495426417,232.85667735182048,223.34940445861585,221.20775794649737,227.4020213044966,217.7670732828302,220.24443298104845,212.3423197729264,201.12196046149106,199.38180599819927,195.08737095231507,196.04778679281773,191.08163123206555,188.56789888130317,179.31959704491396,170.5039013037052,167.00183026633746,163.74799150725406,162.98978939407286,149.84829936522283,150.82568176304198,150.45524564343182,135.64295908665673,135.98086912535072,136.18745323755738,134.54965335949367,126.39869417050566,121.28694363760287,116.61873289158403,119.0920662197605,111.58483602158643,101.17518178342117,97.7490691905902
GAB,Gabon,Carbon Intensity,g CO2 / $,77.75385293262063,84.68675574490904,42.03499407707778,33.01758663293592,82.10623484850362,85.99291867461541,145.04222775200842,369.70579950426895,699.1008175150884,472.72193491115087,631.8737763367417,782.9440500240703,676.9400481942567,1191.751291279308,876.7871656968719,724.2425788206428,567.8190154819522,718.1822945863258,1132.7667364450745,1006.824575427115,963.9919389865918,908.8616963560704,934.9964555291823,745.3061005933612,752.5094153832972,811.5996532503015,643.0989917289891,628.6094648943689,600.2934675751221,736.9348168375446,545.6950425563069,518.5010363515039,581.8002879726736,566.2862608991047,498.49266788471044,545.8329377653924,593.8612371103073,527.4037667535963,595.069264856409,608.994762796324,632.4648688494648,654.7944209960707,633.1597047321875,668.3600292048837,628.3871045241585,596.363375855731,546.4835946224027,468.5503598360905,517.4084563419998,509.5836423817514,495.92714148095155,456.26407564918185,399.2237878796222,391.036762813818,409.0333544962182,401.3089432031393,382.25672475141624,372.8323640307856,373.9586612937147,362.68977348223535,371.3795692241503,360.09883888626126,364.4909484993896,327.3472546988707,321.26535675331155
GBR,United Kingdom,Carbon Intensity,g CO2 / $,736.2027303447634,722.5785487566168,719.9987978651244,698.7466077326185,666.6419362038579,668.0376033391867,653.4599977785399,609.0511988883877,591.5242169192373,601.2195234726096,607.9026930378141,594.3484787338741,559.0620987817651,534.1780551083958,512.5763245340117,508.49847737366053,490.2513595072203,483.1565224810735,463.9384235864195,476.5903851906601,437.05593612857854,426.4577103290208,408.92880789943496,390.39184132785294,370.269235100367,376.04363895734383,370.3786202260947,353.33117064605904,333.3738915330368,331.4264827781773,340.5441655130543,348.6145221975747,338.3524908959,322.2200740430166,307.29088829990957,295.6006360821505,298.64609785138094,272.9615609680965,266.71685913563607,255.66364717857203,248.2469444516689,245.82130009729568,234.0908114560236,231.53246574682666,226.6940738361929,219.47446077457866,213.43401883613703,204.94265466720583,200.0806837862419,190.2082520510493,192.75440194337685,174.87681782504544,178.7922781924041,172.0766525899786,153.2018054083862,144.28743673232177,133.84933837712086,126.447926024916,122.23719542014337,115.53928313637864,115.21026137516436,111.34725276364637,96.5142357161792,95.11535524809184,95.63224896767386
GEO,Georgia,Carbon Intensity,g CO2 / $,1004.7868794057044,989.4675138445945,989.4850335795288,1019.95153748664,1030.2681474105318,989.164731515417,971.8160372428391,957.2943213775362,943.1691399224654,938.135229634943,879.8589733567069,913.0900430230027,935.4904696125166,917.0806622449107,876.3710490737946,859.1826686423458,841.728768302412,814.9412917688347,785.3033934565264,737.8451434377961,733.4847335098185,684.9604649514672,684.5349478604169,666.5106534292694,638.590524456234,655.9935272496207,705.2933481360319,714.0071499661868,705.1900677340939,755.3498321386404,875.0686322240095,1090.5038184901246,1914.7726096324275,1894.8667809138833,1261.836857099023,472.50173663544075,758.7247598739513,748.6609129655822,800.4535557676095,679.3075267932982,706.5651394478521,558.0571162718703,475.6055130745419,477.3895583769344,517.473594135331,556.9036819513935,632.7461580337531,592.2186370226718,502.75091144417934,560.2872785638224,537.545521320645,618.7242547497442,616.1490699753008,567.2991232759547,614.9359215693511,643.1126594354427,637.6851091463454,607.4133104791061,562.9355741232386,568.1588831662249,598.2784813708498,560.0934941573773,563.4785997866904,519.1694543671529,468.9474034038299
GHA,Ghana,Carbon Intensity,g CO2 / $,190.78730334873347,169.66703961825445,173.62779055636827,199.90101040127905,187.2574539963575,190.88614003012498,168.50500898255746,169.71707981553214,186.50003105140925,158.77736475810053,233.74349100585064,187.61309591645923,210.1111797108969,207.93336985578944,230.61183091544402,237.37629479544893,215.02444836596464,269.0743113618948,250.07806537012414,237.88731084195064,226.42643022672777,277.08323392723804,302.70064355358136,384.6100139708132,248.67917730579325,301.6977192872743,267.7348963529955,273.98417883440186,264.51888108763154,239.9356114148559,266.6891712547254,281.2869250523521,225.0334729371534,252.69877340189396,290.8750030514772,284.5718336591262,285.84735531237686,311.36845906938845,301.14439325153245,289.96667904207277,264.65406857498357,285.889573725272,297.1654510537202,291.24829880183216,266.1508061693818,238.1712515419625,312.097615569316,315.1928423385226,267.6303252420002,210.5956957347664,254.1441433949206,257.38053520108184,288.21189330490125,267.92234251835947,273.8388008061621,294.68163612607475,272.2585763594445,225.0732106127756,258.8343446150965,262.62657666760765,305.0378432665703,311.3871581650126,302.7338998657893,284.89267984705396,281.432523876546
GIN,Guinea,Carbon Intensity,g CO2 / $,,,,,,,,,,,407.510543255095,397.50109371073484,397.256617152739,377.3423471302613,374.8900352510944,365.9976480053416,356.8209401533625,375.30297790883515,351.41957422764415,373.0681360479033,370.65593967535943,378.2151883608602,368.7756157274069,353.17605784339196,357.67713035676627,345.74840880374177,336.54411472436624,324.59537144083043,315.4747745797949,308.747615960411,274.14364823827873,273.23344011927867,271.43865469444836,265.8673069732933,265.5848696205075,262.4638547314246,265.212524096429,263.85687806709524,269.64357238952124,274.2529264952774,278.8809567309214,282.6953742315451,279.8504552838721,289.2252847496297,294.51787812304383,296.29003258526717,303.02797854894663,296.0708459229906,289.7251806928754,312.14810848589644,349.96972434286624,344.7066416031881,304.47298537652534,254.33853701875222,279.8781986137062,279.0929147604787,277.02367031232353,450.9441399935655,329.7661754602787,339.88077368912553,350.4000207116529,304.7020966375042,291.9693778063959,264.53144283819,260.10611249213673
GMB,Gambia,Carbon Intensity,g CO2 / $,,,,,,,130.08041528977927,130.08041528977927,131.90261145025232,167.39641685076393,157.69227612137746,182.07257031278832,217.96026398786393,188.42173002098457,177.95983841155004,251.47564104715386,234.25502534441853,260.0160246100091,299.7930532413061,319.8194227109813,323.52086371854546,313.1193701164634,322.869822536839,291.1800360047782,300.4128529583769,302.8729831670334,272.3967224797386,296.08400913863863,289.18043248626094,267.6187657300787,284.79141996377456,276.20948298734845,267.1822270305406,273.7791777131426,273.3572618235746,280.4753775122355,279.02495035641056,270.4245649213264,282.69615124149124,301.9225839086176,286.1825434023888,295.7399937623878,305.6744126304786,286.024528597735,283.4797278209704,290.3069618828028,318.77289650308836,309.35835003671843,303.40333852984924,293.0626319933904,320.11950555315264,357.30894122055696,345.1249128405003,319.1219164205031,381.77321856039754,422.715054242172,419.87259021601307,405.5312052656615,410.6518922765284,423.7284265206494,414.7228918941506,408.453948154432,431.23022776312416,393.4797870590621,386.611199064667
GNB,Guinea-Bissau,Carbon Intensity,g CO2 / $,,,,,,,,,,,224.74469664614904,246.20225496394255,208.30300280157408,343.360735290004,306.4961225726571,314.6489445886858,251.46791102841846,291.72875214621524,257.8793913667641,270.89726534768465,429.7534190396899,354.5894461139657,340.29670500225404,352.26777656961264,364.2499700295572,373.5224105544324,400.54397538840465,412.6108978430682,439.1219556158739,441.93490628026944,171.89993813522267,163.5584567828382,161.77888905537813,164.54569445343765,159.44350234780507,158.38009314167059,136.84915881518853,152.29257806868515,147.27677693317068,141.83653116653957,72.74447642716444,64.46324954855884,81.32647807399721,95.95256768529873,56.9046794961048,111.25344430882205,138.7058114120541,97.20648462759469,129.38948042622596,106.56374576455741,104.64482854377985,103.73263258256148,109.05841542916532,132.87598501543306,131.6066054229015,133.53880106475916,138.720541415912,144.06449113887368,149.94937429772747,184.1305793992904,218.92809080425397,227.6122025525908,217.8901799222446,199.45110535478437,197.71434514213973
GNQ,Equatorial Guinea,Carbon Intensity,g CO2 / $,,,,,,,,,,,,,,,,,,,,,443.8318771906203,498.3012591515671,513.2280232737432,415.4529457603655,532.2617904439661,385.7103135733324,482.6726753096966,567.2055883472826,593.4628232015573,663.0050416883978,358.5263439162065,383.53679103844365,284.6383020617795,270.5960971909039,3828.8902306263994,3469.2510028479737,2313.828303994168,1344.8308915557752,1262.7208309242349,1099.238000859861,999.7465820317984,700.7244733006614,524.7198790219471,521.1845194387947,740.6054198048579,641.4531213452888,592.3386347618098,475.44025715845646,418.73577394027956,340.50459099540035,488.2042690872893,436.0485604074416,456.20620039788605,565.3988990481464,526.7289551425872,531.6375658969858,626.9406790203097,600.9407053423243,661.4804315221147,548.5515221728792,667.6767153665254,734.3064264266084,752.4499100179721,731.0960316885439,734.6873198656718
GRC,Greece,Carbon Intensity,g CO2 / $,226.0841135796455,208.5796203081333,215.10413525983154,231.8664774291451,228.5839391580734,265.72192447399397,273.3200100336193,270.9293440219619,288.77244552929983,295.4027176029633,257.2374306517736,274.3571990397016,282.5101963304666,308.3050063314156,320.02953491670144,322.63274892013766,333.0659100306872,353.90327913138566,337.23616080413734,348.0008554601319,346.13634334762907,346.32562885641454,359.96051603943573,387.061382414908,389.78976735397396,403.80454399861924,391.6630777277897,430.2930083706728,442.11102638550847,465.1542264242974,530.0058474134514,513.8815213446044,519.9013701460501,524.0603726998662,526.8647965914221,519.2140882537092,524.8059057163729,533.1979036881932,541.970712781206,524.2565388063697,529.3250973573306,517.5364426906626,492.6889947708697,483.7282186288914,460.8020811423075,473.7309505031232,439.3120259205083,432.4547188942949,419.1305090150597,410.5323414712627,406.25231730306075,437.58310135139556,461.62983121007176,422.33483601061954,403.23395004311857,385.0936870565389,366.87705793888057,379.1935990495726,356.3145277669677,319.05700328301975,297.06638872253774,283.0022485133902,268.007955134014,236.34693088912675,237.1985438223812
GRD,Grenada,Carbon Intensity,g CO2 / $,,,,,,,,,,,,,,,,,,161.49960141062584,165.10379021463626,145.17768710748823,145.95824844998032,176.92653641159762,180.53856238694374,174.2102447675871,168.20780746311087,158.71699442608832,156.77450138530543,159.66819588757826,201.5879598252736,201.7403111289215,208.32477320559022,212.56322526235107,228.68051833442087,247.82753510301217,279.53861769759135,287.7464424400578,282.2382522595216,294.3547397056907,274.84845095998276,278.53793244465174,260.4507268749639,276.2556184442466,277.1536897713928,267.0021511175844,259.47515308822307,241.33545782810842,259.9001863578089,260.96288714361623,282.3761347940554,289.5965858106921,299.6457603311435,288.8752116806916,313.7392162742551,344.32399891338866,258.18273215461676,260.92484174864046,265.68911227993755,271.3570599670867,273.0174208890891,293.7814069253674,295.7224175253861,303.9354405458618,311.34905412723134,315.307853179583,315.8046448626404
GRL,Greenland,Carbon Intensity,g CO2 / $,,,,,,,,,,,534.134249727394,581.4532543756073,646.0263228226444,608.8652211970368,575.997349446023,519.5871810551544,213.20230040325333,643.2634866730255,329.5581830207347,458.20581091940596,416.2200958554563,386.6207083105994,396.07110997494954,268.799500360345,443.8367390616061,383.9814809864868,229.56563228958052,156.45125309425242,344.9106249009861,279.9692204282155,418.8169551362116,409.35112745512134,421.42156708663964,406.5370363706687,348.61421889962924,362.133600874298,398.57299183352734,406.5000752826481,364.523349926806,358.1221911092198,375.5211270612749,343.3593947723924,325.17482249572146,348.9467199130686,312.98094850517924,300.0749443331312,291.9925764361585,281.5150543631712,272.84635007314756,238.88332796439687,268.77763889172536,288.2690713035427,220.56527379614877,229.66793904265225,195.98817881499352,219.11774097467637,194.6394019864624,204.73858451087946,198.85268678076721,194.2585235164933,202.38306657466094,197.9857766916394,208.6060204357919,214.4767688494599,
GTM,Guatemala,Carbon Intensity,g CO2 / $,175.52970231102037,176.08633797224405,166.97396192708504,167.7837371890399,186.62772979492706,199.5490020522772,166.67137819448448,182.33416627171536,180.98431103032206,184.03209542951262,175.49498268296952,176.55453342503586,182.51895211472907,185.25992856499758,181.9879721541251,204.94432904679763,179.19800274812818,191.33225993917583,197.1943130902921,213.96271481373444,198.02472918391254,172.95454554451385,163.71408111318962,147.2070945209192,157.6601116541529,163.06685042458724,170.6147067220769,176.03282151806613,176.33109852861224,174.31454820045857,188.25255010134032,185.46000400360472,215.39180587157745,199.3854634965841,228.36550560499003,232.22380154954445,208.19478831700107,227.57005937262136,250.44588978504842,248.26354375645673,263.0567000318738,267.7599710226846,271.7363674138151,257.9621752484637,265.5968710288131,280.02454060568607,268.83869826933704,251.59184745518064,215.78454861275478,234.56509855415692,210.34190340629505,204.9601066911351,205.70179328538765,218.4192656674099,224.7155269685981,248.4347121414243,258.7843087062805,258.1782020651715,269.44431147839134,272.03799678510296,246.75302753156532,266.02191117061693,241.65603705341252,243.56241749031864,236.70003205380567
GUY,Guyana,Carbon Intensity,g CO2 / $,423.89711128265094,452.1481756441161,411.60831456359415,426.1047951933362,403.134607957725,605.7601278763304,630.4579759578431,677.5891590445643,674.4313572286945,647.7075621537467,717.8746375975833,660.6658423837944,711.7394538111788,811.9030324877418,649.6474861333337,703.3629300384118,664.8965396018385,740.0643447362171,816.241112857456,615.106208650693,710.978038849406,704.8037716459971,633.3101054305195,603.1775563492187,715.4393459946497,705.9703564807002,524.625438558419,651.3045802458423,725.5364564433539,643.5148740692051,633.0489622264977,585.2624250436992,510.75541263937123,473.81867099163105,609.6644656311946,622.7537321082118,610.6355084607403,627.256392413125,645.7328741460507,629.681454916485,607.8063607103753,591.7684171269462,575.2859474054014,632.2538715860165,642.051757465373,549.0090808278616,487.8800996616324,536.8993490374663,504.8389427104199,544.8729432124136,517.1826459391787,510.7658080321198,485.1668034227771,454.9185976515129,464.6134985808323,458.87320813725484,497.2453706876535,468.2647595389564,481.8470795635098,521.6309588239054,426.1013263649173,335.7332166759456,308.14652220348233,229.38511306330545,164.7938155074176
HKG,Hong Kong,Carbon Intensity,g CO2 / $,,268.89793351513,257.0080611228897,256.03633949323574,234.27770269316113,232.56123294397946,245.54140427665797,283.35969160521813,280.65546764460663,315.2434064402483,312.53730172831524,317.6061687608313,291.05767435061836,259.52931070914406,291.0879738339405,298.91560535642606,291.974052129702,297.1827820582757,303.6926626109433,274.37222316402483,261.18207634163184,268.0816155533699,274.4734035185664,276.0108789563783,266.7331188906887,272.55015989605806,273.7805766714071,265.6430531381761,255.25852068642416,256.87437862265375,222.82718895126686,221.02116591895867,240.64270952517882,239.36364716425365,201.73134316494864,198.2669002441225,175.80387843953898,176.4646520737192,239.30935289298102,255.19286137990883,221.52193554203447,206.56514777491867,212.54304868054746,225.962587305722,200.21341396761838,196.297490499313,177.39295328000125,173.21058636264834,166.57256995231342,165.93881822025244,149.73874135431416,153.8677438779273,149.85307925681775,150.69158055332346,150.54997700996964,137.05717630436976,137.18328135441917,129.31749954942305,126.22930359171343,126.26534222629283,108.07249215989901,101.89559868208232,96.75615846424238,100.42604967345804,99.02746057208147
HND,Honduras,Carbon Intensity,g CO2 / $,247.32661740157442,290.517404968893,260.99111656400083,255.9284889118591,246.51331209293213,235.23877341899572,239.5764517497541,245.58881619409607,321.9871966616295,307.4342373892256,350.28133702463884,322.4543204481418,351.7590085803666,320.36101351330535,334.508289555455,350.1809973076201,337.85764585642744,344.5918620950452,332.7021150801081,297.0133748136556,312.92437727318577,281.0250565100009,277.7162966825367,310.92791535588714,289.60022224291635,264.137011110808,242.69409253448845,267.3940430866814,302.12172913331784,319.7876523086106,290.7185193874666,303.37790445318706,317.28408825922656,312.5409338144191,342.6633381048175,383.1333154833805,379.9488275794658,375.8823391418754,435.26140417935943,428.82286626559056,427.45750866905007,468.5092133111484,473.9062172425365,509.8297551897584,516.3351713718333,462.55984780608486,488.8824372904851,491.38346354519086,489.5935342351635,472.2447810348653,459.57439278186763,483.5520465391227,477.5770405169158,475.8241068525516,470.3646953499397,519.4430985497127,455.97843716383227,446.2573316166045,416.17639834200645,450.4253642626726,450.29182928290555,443.4495824627217,452.0738922152863,461.0863681001574,461.43245592887814
